Temporal trend and associated risk factors for new-onset atrial fibrillation following cardiac valve surgery.  ;AIMS: Post cardiac surgery atrial fibrillation (POAF) is common, with adverse implications. However, relatively little is known regarding the time varying nature of risk factors associated with POAF. We describe variation in POAF along with its associated risk factors. METHODS: Medical records of adult patients undergoing cardiac valve surgery from 2003-13, without a history of pre-operative AF were analyzed retrospectively. POAF was adjudicated using inpatient and outpatient electrocardiograms (EKG). Risk of AF over time along with time-varying risk factors were estimated using multiphase non-linear logistic mixed effects model. RESULTS: 10,461 patients with 100,149 EKGs were analyzed [median follow-up 4 months (IQR 48 hours-2 years)]. AF prevalence changed with time since surgery and two distinct phases were identified. Prevalence peaked to 13% at 2 weeks (early phase) and 9% near 7 years post-operatively (late phase). Older age, greater severity of preoperative tricuspid valve (TV) regurgitation, mitral valve replacement and prior cardiac surgery were time-independent risk factors for POAF. TV repair was associated with a decreased risk of early phase POAF. Pre-operative blood urea nitrogen, peripheral vascular disease and hypertension were associated with a higher risk of late phase POAF. CONCLUSIONS: POAF risk shows two distinct phases with an early peak and a late gradual rise, each associated with a different set of risk factors.  
Tricuspid valve in valve procedure with an Edwards S3 valve(©) in a 10 kg child.  ;A 4-year-old child of 10 kg weight, with four previous sternotomies, presented a severe right heart failure, due to a severe regurgitation of his bioprosthetic tricuspid valve. A percutaneous tricuspid valve in valve procedure with an Edwards S3 valve was offered for compassionate use, and performed, with no complications, and significant clinical condition improvement.  
Ectopic bone formation and systemic bone loss in a transmembrane TNF-driven model of human spondyloarthritis.  ;BACKGROUND: The transmembrane-TNF transgenic mouse, TgA86, has been shown to develop spontaneously peripheral arthritis with signs of axial involvement. To assess similarity to human spondyloarthritis, we performed detailed characterization of the axial, peripheral, and comorbid pathologies of this model. METHODS: TgA86 bone pathologies were assessed at different ages using CT imaging of the spine, tail vertebrae, and hind limbs and characterized in detail by histopathological and immunohistochemical analysis. Cardiac function was examined by echocardiography and electrocardiography and bone structural parameters by μCT analysis. The response of TgA86 mice to either early or late anti-TNF treatment was evaluated clinically, histopathologically, and by μCT analysis. RESULTS: TgA86 mice developed with 100% penetrance spontaneous axial and peripheral pathology which progressed with time and manifested as reduced body weight and body length, kyphosis, tail bendings, as well as swollen and distorted hind joints. Whole-body CT analysis at advanced ages revealed bone erosions of sacral and caudal vertebrae as well as of sacroiliac joints and hind limbs and, also, new ectopic bone formation and eventually vertebral fusion. The pathology of these mice highly resembled that of SpA patients, as it evolved through an early inflammatory phase, evident as enthesitis and synovitis in the affected joints, characterized by mesenchymal cell accumulation, and neutrophilic infiltration. Subsequently, regression of inflammation was accompanied by ectopic bone formation, leading to ankylosis. In addition, both systemic bone loss and comorbid heart valve pathology were evident. Importantly, early anti-TNF treatment, similar to clinical treatment protocols, significantly reduced the inflammatory phase of both the axial and peripheral pathology of TgA86 mice. CONCLUSIONS: The TgA86 mice develop a spontaneous peripheral and axial biphasic pathology accompanied by comorbid heart valvular dysfunction and osteoporosis, overall reproducing the progression of pathognomonic features of human spondyloarthritis. Therefore, the TgA86 mouse represents a valuable model for deciphering the role of transmembrane TNF in the pathogenic mechanisms of spondyloarthritis and for assessing the efficacy of human therapeutics targeting different phases of the disease.  
Fibrous skeleton reconstruction for invasive aortic and mitral valve endocarditis.  ;Invasive endocarditis of the aortic and mitral valves with involvement of the intervalvular fibrosa is a particular surgical challenge. We describe a technique for aortic and mitral valve replacement with concomitant reconstruction of the intervalvular fibrosa, utilizing a folded bovine pericardial patch (Commando operation).  
Mitral valve surgery at the oriental crossroad.  ;DOI: 10.1177/0218492320957133 PMID: 33023306 [Indexed for MEDLINE]  
Mitigating cardiac dysfunction by TOE-guided cardioplegia and mitral valve repair.  ;Based on current guidelines, 15% to 20% of patients undergoing mitral valve repair for regurgitation develop left ventricular dysfunction (ejection fraction < 50%-55%) despite a normal baseline. Two schools of thought have been debated: preexisting myocardial disease or suboptimal intraoperative myocardial protection. In our view, they could be reconciled. It is well recognized that left ventricular ejection fraction with a standard cut off at 50%-55% has limited sensitivity in detecting early systolic impairment in mitral regurgitation patients. Mitral regurgitation also leads to mitochondrial oxidative stress, thus rendering the myocardium more susceptible to ischemia-reperfusion injury and precipitating postoperative cardiac dysfunction. The fall in left ventricular ejection fraction early after mitral valve repair was shown to be caused by the reduction in both myocardial contractility and left ventricular stroke volume. To mitigate the risk to myocardial reperfusion injury, appropriate cardioplegia volume and distribution and well-defined surgical repair processes are equally important. We use transesophageal echocardiography-guided cardioplegia delivery, imaging the intramyocardial flow and ensuring adequate protection of the subendocardium during mitral valve repair. Mild aortic regurgitation on a beating heart often leads to left ventricular dilatation with diminished cardioplegia flow in the myocardium, thus requiring direct ostia cardioplegia. Systematic transesophageal echocardiography assessment before surgery is essential for establishing the mitral regurgitation mechanisms and translating them into precise surgical repair strategies. The benefits of transesophageal echocardiography-guided cardioplegia delivery warrant further clinical trials in order to evolve into part of a high surgical standard.  
MicroRNAs: roles in cardiovascular development and disease.  ;"Cardiovascular diseases (CVDs) comprise a group of disorders ranging from peripheral artery, coronary artery, cardiac valve, cardiac muscle, and congenital heart diseases to arrhythmias and ultimately, heart failure. For all the advances in therapeutics, CVDs are still the leading cause of mortality the world over, hence the significance of a thorough understanding of CVDs at the molecular level. Disparities in the expressions of genes and microRNAs (miRNAs) play a crucial role in the determination of the fate of cellular pathways, which ultimately affect an organism's physiology. Indeed, miRNAs serve as the regulators of gene expressions in that they perform key functions both in several important cellular pathways and in the regulation of the onset of various diseases such as CVDs. Many miRNAs are expressed in embryonic, postnatal, and adult hearts; their aberrant expression or genetic deletion is associated with abnormal cardiac cell differentiation, disruption in heart development, and cardiac dysfunction. A substantial body of evidence implicates miRNAs in CVD development and suggests them as diagnostic biomarkers and intriguing therapeutic tools. The present review provides an overview of the history, biogenesis, and processing of miRNAs, as well as their function in the development, remodeling, and diseases of the heart.  "
Longitudinal course of depressive, anxiety and post-traumatic stress disorder symptoms after heart surgery: a meta-analysis of 94 studies.  ;"OBJECTIVE: To analyze the longitudinal course of depression, anxiety and post-traumatic stress disorder (PTSD) symptoms in cardiac patients following heart surgery (HS). METHODS: We conducted a systematic review and random-effects meta-analysis of cohort studies on patients undergoing HS, measuring anxiety, depressive, and PTSD symptoms before and at least 30 days after. Subgroup and meta-regression analyses, investigation of publication bias, and quality assessment were undertaken. RESULTS: We included 94 studies relating to 15,561 patients. HS included coronary artery bypass graft surgery, valve replacement, implantable cardioverter defibrillator placement, left ventricular assist device placement, heart transplantation, and other types of HS. Across studies, symptoms of depression (g=0.32; 95%CI=0.25,0.39; p<0.001) and anxiety improved after HS (g=0.52; 95%CI=0.43,0.62; p<0.001), while PTSD symptoms worsened (g=-0.42; 95%CI=-0.80,-0.04; p=0.032). The reduction of depression and anxiety levels was more pronounced for patients with underlying coronary artery disease and heart failure, and persisted over one year after HS, whereas the increase in PTSD symptoms returned to baseline after 6 months. Depression improvement was inversely associated with older age, diabetes, hypertension and dyslipidemia, and positively with baseline heart failure. No additional clinical or demographic variables were associated with the course of anxiety symptoms. Quality of included studies was low overall. Publication bias was non-significant. CONCLUSIONS: Depressive and anxiety symptoms improve over one-year after HS, while PTSD symptoms might worsen. Older patients, those with metabolic comorbidities, valve disease or ventricular arrhythmias are at higher risk for continued depressive and anxiety symptoms and should be monitored closely.  "
Long-term management of congestive heart failure secondary to mitral stenosis in a ring-tailed lemur (Lemur catta).  ;DOI: 10.2460/javma.257.8.849 PMID: 33021447  
Rapid right ventricular pacing for balloon aortic valvuloplasty: expanding its routine use in neonates and infants.  ;OBJECTIVE: Rapid right ventricular pacing during balloon aortic valvuloplasty is commonly used to achieve balloon stability in children and adults. There is no consensus for the use of the technique in neonates and infants. We sought to review our institutional experience with rapid right ventricular pacing-assisted balloon aortic valvuloplasty across all age groups and evaluate the safety and effectiveness of the technique in the sub-group of neonates and infants <12months. METHODS: Retrospective study between February, 2011 and February, 2020. RESULTS: A total of 37 patients (Group I: 21 neonates/infants <12months and Group II: 16 children 12 months-16 years) were analysed. Catheter-measured left ventricular to aortic gradient reduced from median of 66 mmHg (with a range from 30 to 125 mmHg) to 14 mmHg (with a range from 5 to 44 mmHg) in Group I and 44 mmHg (with a range from 28 to 93 mmHg) to 18 mmHg (with a range from 2 to 65 mmHg) in Group II (p < 0.001). Procedure and fluoroscopy times were identical in the two groups. Balloon:annulus ratio was 0.94 and 0.88 in Groups I and II, respectively. Freedom from reintervention was 100% for Group I at a median time of 3.2 years and 81% at 2.7 years for Group II. Reinterventions in Group II (3/16 pts) were performed predominantly for complex left ventricular outflow tract stenosis. At follow-up echocardiogram, 45% of patients in Group I had no aortic regurgitation, 30% trace-mild, 20% mild-moderate, and 5% moderate aortic regurgitation, whereas in Group II, 50% of patients had no aortic regurgitation, 32% had mild aortic regurgitation, and 18% mild-moderate aortic regurgitation. Unicuspid valves were only encountered in Group 1 (2/21 pts, 10%) and they were predictive of mild-aortic regurgitation during follow-up (p = 0.003). Ventricular fibrillation occurred in three neonates with suspicion of myocardial ischemia on the pre-procedure echocardiogram. All were successfully defibrillated. CONCLUSIONS: Rapid right ventricular pacing can be expanded in neonates and infants to potentially decrease the incidence of aortic regurgitation and reintervention rates, hence avoiding high-risk surgical bail-out procedures for severe aortic regurgitation in the first year of life. Myocardial ischemia may predispose to ventricular dysrhythmias during rapid right ventricular pacing.  
Coronary risk of patients with valvular heart disease: prospective validation of CT-Valve Score.  ;OBJECTIVE: To prospectively validate the CT-Valve score, a new risk score designed to identify patients with valvular heart disease at a low risk of coronary artery disease (CAD) who could benefit from multislice CT (MSCT) first instead of coronary angiography (CAG). METHODS: This was a prospective cohort study of patients referred for valve surgery in the Capital Region of Denmark and Odense University Hospital from the 1 February 2015 to the 1 February 2017. MSCT was implemented for patients with a CT-Valve score ≤7 at the referring physician's discretion. Patients with a history of CAD or chronic kidney disease were excluded. The primary outcome was the proportion of patients needing reevaluation with CAG after MSCT and risk of CAD among the patients determined to be low to intermediate risk. RESULTS: In total, 1149 patients were included. The median score was 9 (IQR 3) and 339 (30%) had a score ≤7. MSCT was used for 117 patients. Of these 29 (25%) were reevaluated and 9 (7.7%) had CAD. Of the 222 patients with a score ≤7 that did not receive an MSCT, 14 (6%) had significant CAD. The estimated total cost of evaluation among patients with a score ≤7 before implementation was €132 093 compared with €79 073 after, a 40% reduction. Similarly, estimated total radiation before and after was 608 mSv and 362 mSv, a 41% reduction. Follow-up at a median of 32 months (18-48) showed no ischaemic events for patients receiving only MSCT. CONCLUSION: The CT-Valve score is a valid method for determining risk of CAD among patients with valvular heart disease. Using a score ≤7 as a cut-off for the use of MSCT is safe and cost-effective.  
Presence of mitral stenosis is a risk factor of new development of acute decompensated heart failure early after transcatheter aortic valve implantation.  ;"AIMS: Acute decompensated heart failure (ADHF) can occur early after transcatheter aortic valve implantation (TAVI), but the risk factors or mechanisms associated with it have not been fully determined. This hypothesis-generating study aimed to investigate the clinical indices associated with the development of ADHF within 72 hours after TAVI and to improve procedural approaches for TAVI. METHOD AND RESULTS: In this single-centre hypothesis generating prospective observational study, we enrolled 156 consecutive patients with severe aortic stenosis who underwent TAVI between January 2016 and February 2018 at our institution. We set the primary endpoint as the new development of ADHF within 72 hours after TAVI, and clinical indices associated with it were evaluated using a multivariable logistic model. The median age of the patients was 83 (quartile range 80-86) years, 48 (30.8%) were men and the median Society of Thoracic Surgery-Predicted Risk of Mortality was 7.1 (range 5.2-10.4). Mitral stenosis (MS), defined as mean transmitral valve pressure gradient ≥5 mm Hg, was present in 15 (9.6%) patients. After TAVI, the invasive mean transaortic valve pressure gradient (mAVPG) decreased from 48 (36-66) to 7 (5-11) mm Hg, and 12 (7.7%) patients developed ADHF within 72 hours after TAVI. Multivariable logistic regression analysis showed that MS (adjusted OR, 14.227; 95% CI 2.654 to 86.698; p=0.002) and greater decreases in mAVPG (1.038; 1.003 to 1.080; p=0.044) were associated with ADHF. CONCLUSIONS: MS and drastic improvement of mAVPG were associated with new development of ADHF within 72 hours after TAVI.  "
Computed tomography aortic valve calcium scoring for the assessment of aortic stenosis progression.  ;"OBJECTIVE: CT quantification of aortic valve calcification (CT-AVC) is useful in the assessment of aortic stenosis severity. Our objective was to assess its ability to track aortic stenosis progression compared with echocardiography. METHODS: Subjects were recruited in two cohorts: (1) a reproducibility cohort where patients underwent repeat CT-AVC or echocardiography within 4 weeks and (2) a disease progression cohort where patients underwent annual CT-AVC and/or echocardiography. Cohen's d-statistic (d) was computed from the ratio of annualised progression and measurement repeatability and used to estimate group sizes required to detect annualised changes in CT-AVC and echocardiography. RESULTS: A total of 33 (age 71±8) and 81 participants (age 72±8) were recruited to the reproducibility and progression cohorts, respectively. Ten CT scans (16%) were excluded from the progression cohort due to non-diagnostic image quality. Scan-rescan reproducibility was excellent for CT-AVC (limits of agreement -12% to 10 %, intraclass correlation (ICC) 0.99), peak velocity (-7% to +17%; ICC 0.92) mean gradient (-25% to 27%, ICC 0.96) and dimensionless index (-11% to +15%; ICC 0.98). Repeat measurements of aortic valve area (AVA) were less reliable (-44% to +28%, ICC 0.85).CT-AVC progressed by 152 (65-375) AU/year. For echocardiography, the median annual change in peak velocity was 0.1 (0.0-0.3) m/s/year, mean gradient 2 (0-4) mm Hg/year and AVA -0.1 (-0.2-0.0) cm2/year. Cohen's d-statistic was more than double for CT-AVC (d=3.12) than each echocardiographic measure (peak velocity d=0.71 ; mean gradient d=0.66; AVA d=0.59, dimensionless index d=1.41). CONCLUSION: CT-AVC is reproducible and demonstrates larger increases over time normalised to measurement repeatability compared with echocardiographic measures.  "
Impact of atrial fibrillation on outcomes of patients treated by transcatheter mitral valve repair: A systematic review and meta-analysis.  ;BACKGROUND: Conflicting data have been reported related to the impact of atrial fibrillation (AF) on outcomes after transcatheter mitral valve repair with MitraClip (MC) implantation. In this study, we assessed the prognosis of MC-treated patients according to the presence of pre-existing AF. METHODS: Randomized and observational studies reporting outcomes of pre-existing AF or sinus rhythm in patients undergoing MC treatment were identified with an electronic search. Outcomes of interest were short-and long-term mortality, stroke, bleeding, rehospitalization, myocardial infarction (MI), cardiogenic shock, acute procedure success, the hospital stay, and the number of Clips implanted. RESULTS: Eight studies (8466 individuals) were eligible. Compared to sinus rhythm, long-term mortality, the risk of bleeding, rehospitalization, and longer hospital stay were significantly higher in AF groups, whereas similar correlations were found in the analysis of other outcomes. CONCLUSION: AF may be related with worse outcomes in patients undergoing MC implantation, including long-term mortality, major bleeding, and rehospitalization. AF should be taken into account when referring a patient for MC treatment.  
Classification of Aortic Stenosis Before and After Transcatheter Aortic Valve Replacement Using Cardio-mechanical Modalities().  ;DOI: 10.1109/EMBC44109.2020.9176321 PMID: 33018593 [Indexed for MEDLINE]  
Patient-Specific Instrument with a Cutting Template for Mitral Valve Repair by Resection.  ;DOI: 10.1109/EMBC44109.2020.9176357 PMID: 33018527 [Indexed for MEDLINE]  
Classification of Aortic Stenosis Using ECG by Deep Learning and its Analysis Using Grad-CAM.  ;DOI: 10.1109/EMBC44109.2020.9175151 PMID: 33018287 [Indexed for MEDLINE]  
Bishop MA(1), Borsody K(2).  ;Mitral valve commissurotomy is a surgical technique used in the treatment of mitral stenosis. Mitral stenosis occurs from a multitude of different etiologies but is most commonly due to rheumatic heart disease, which leads to commissural fibrosis. The commissurotomy can be performed through many approaches, including an open, closed, and even percutaneous ballooning technique. The closed technique for repair was used for several years, but this has slowly changed to open repair and, more recently, to percutaneous technique. A skilled physician should have both techniques for mitral stenosis repair in their armamentarium but, most importantly, know when to use them throughout the evolution of mitral stenosis.  
Long-Term Outcomes Stratified by Body Mass Index in Patients Undergoing Transcatheter Aortic Valve Implantation.  ;Transcatheter aortic valve implantation (TAVI) is emerging as the default strategy for older patients with severe, symptomatic, and trileaflet aortic stenosis. Increased body-mass index (BMI) is associated with a protective effect in patients undergoing percutaneous coronary intervention. We assessed whether elevated BMI was associated with a similar association in TAVI. We evaluated prospectively collected data from 634 patients who underwent TAVI at 2 centers from August 2008 to April 2019. Patients were stratified as normal weight (BMI 18.5 to 24.9 kg/m2, n = 214), overweight (25 to 29.9 kg/m2, n = 234), and obese (>30 kg/m2, n = 185). Outcomes were reported according to VARC-2 criteria. Mortality was assessed using Cox proportional hazards regression analysis (median follow-up 2 years). Kaplan-Meier analysis was used to estimate cumulative mortality. Baseline differences were seen in age (85 vs 84 vs 82, p <0.001), STS-PROM score (4.3 vs 3.4 vs 3.6, p <0.001), sex (50% vs 36% vs 55% female, p <0.001), clinical frailty score (p = 0.02), diabetes (21% vs 29% vs 40%, p <0.001), and presence of chronic obstructive pulmonary disease (COPD) (13% vs 13% vs 23%, p = 0.009). On multivariable analysis there was no mortality difference between normal and obese patients (hazard ratio [HR] 0.70, confidence interval [CI] 0.46 to 1.1 p = 0.11), however overweight patients had significantly lower mortality (HR 0.56 CI 0.38 to 0.85, p = 0.006). Variables independently associated with increased mortality were increasing age, male sex, COPD, previous balloon valvuloplasty, and higher STS-PROM. In conclusion, overweight patients have lower long-term mortality when compared with normal weight and obese patients undergoing TAVI.  
Randomized, Controlled Trial Comparing Mitral Valve Repair With Leaflet Resection Versus Leaflet Preservation on Functional Mitral Stenosis: The CAMRA CardioLink-2 Study.  ;"BACKGROUND: Equipoise exists between the use of leaflet resection and preservation for surgical repair of mitral regurgitation caused by prolapse. We therefore performed a randomized, controlled trial comparing these 2 techniques, particularly in regard to functional mitral stenosis. METHODS: One hundred four patients with degenerative mitral regurgitation surgically amenable to either leaflet resection or preservation were randomized at 7 specialized cardiac surgical centers. Exclusion criteria included anterior leaflet or commissural prolapse, as well as a mixed cause for mitral valve disease. Using previous data, we determined that a sample size of 88 subjects would provide 90% power to detect a 5-mm Hg difference in mean mitral valve gradient at peak exercise, assuming an SD of 6.7 mm with a 2-sided test with α=5% and 10% patient attrition. The primary end point was the mean mitral gradient at peak exercise 12 months after repair. RESULTS: Patient age, proportion who were female, and Society of Thoracic Surgeons risk score were 63.9±10.4 years, 19%, and 1.4±2.8% for those who were assigned to leaflet resection (n=54), and 66.3±10.8 years, 16%, and 1.9±2.6% for those who underwent leaflet preservation (n=50). There were no perioperative deaths or conversions to replacement. At 12 months, moderate mitral regurgitation was observed in 3 subjects in the leaflet resection group and 2 in the leaflet preservation group. The mean transmitral gradient at 12 months during peak exercise was 9.1±5.2 mm Hg after leaflet resection and 8.3±3.3 mm Hg after leaflet preservation (P=0.43). The participants had similar resting peak (8.3±4.4 mm Hg versus 8.4±2.6 mm Hg; P=0.96) and mean resting (3.2±1.9 mm Hg versus 3.1±1.1 mm Hg; P=0.67) mitral gradients after leaflet resection and leaflet preservation, respectively. The 6-minute walking distance was 451±147 m for those in the leaflet resection versus 481±95 m for the leaflet preservation group (P=0.27). CONCLUSIONS: In this adequately powered randomized trial, repair of mitral prolapse with either leaflet resection or leaflet preservation was associated with similar transmitral gradients at peak exercise at 12 months postoperatively. These data do not support the hypothesis that a strategy of leaflet resection (versus preservation) is associated with a risk of functional mitral stenosis. Registration: URL: https://www.clinicaltrials.gov; Unique identifier NCT02552771.  "
Incidence of infective endocarditis caused by viridans group streptococci in Sweden - effect of cessation of antibiotic prophylaxis in dentistry for risk individuals.  ;INTRODUCTION: In October 2012, the Swedish Medical Products Agency published new recommendations for the cessation of prophylactic antibiotics in dentistry for the prevention of infective endocarditis (IE). Previously, 2 g of amoxicillin per os would be administered 1 h before invasive dental procedures to patients with valve prosthesis, complicated heart valve disease, and to those with previous endocarditis. OBJECTIVES: The aim of this study was to evaluate whether the total incidence of IE caused by oral viridans group streptococci (VGS) or IE caused by staphylococci, increased in Sweden after the introduction of the new recommendations. METHODS: The incidence of IE in Sweden before and after October 2012 was calculated and compared using an interrupted time series analysis. Separate analyses were conducted for the total incidence of IE, and IE caused by VGS or Staphylococcus aureus. Cases of IE were identified using the Swedish national registry of IE, which has existed since 1995 and contains data from all Swedish hospital clinics specialising in infectious disease. All cases with hospital admission date from the 1st of Jan 2008, to the 31st of Dec 2017 were included. The incidence calculations were corrected for annual changes in population size using data from the Swedish government agency Statistics Sweden. RESULTS: The results show no statistically significant increase in the slope of the trend line of the total incidence of IE, IE caused by VGS or S. aureus in the Swedish general population after October 2012, compared to before. CONCLUSION: The results suggest that the recommended cessation of prophylactic antibiotics for the prevention of IE in dentistry has not led to an increased incidence of IE caused by oral streptococci among the Swedish population.  
Coronavirus disease 2019 (COVID-19) and prosthetic heart valve: An additional coagulative challenge.  ;DOI: 10.5847/wjem.j.1920-8642.2020.04.009 PMCID: PMC7517399 PMID: 33014223  
Pulmonary artery aneurysm as a result of group 2 pulmonary artery hypertension in a patient with significant mitral and aortic valve disease - review and case report.  ;Aneurysms are uncommon, but potentially life-threatening abnormalities of the pulmonary arteries. Aneurysm of the main pulmonary artery (MPA) defined as MPA diameter over 40 mm was reported in 1 : 14 000 autopsies. The most frequent location is the main pulmonary artery (89% of cases), whereas the maximum described diameter is 106-170 mm. Clinical manifestations are usually nonspecific or asymptomatic. Right heart failure symptoms, pulmonary regurgitation, trachea or bronchi compression or pulmonary emboli caused by enlarged MPA are the most commonly described clinical manifestations. Pulmonary artery aneurysm dissection is an uncommon complication but associated with a high mortality rate. Unfortunately, guidelines regulating the optimal time for the surgical intervention still have not been developed. We present the history of 76-year-old patient suffering from an aneurysm of the pulmonary artery (74 × 61 mm), as well as mitral and aortic valve disease, who was successfully operated on in our hospital.  
MitraClip in secondary mitral regurgitation as a bridge to heart transplantation: 1-year outcomes from the International MitraBridge Registry.  ;"BACKGROUND: Patients awaiting heart transplantation (HTx) often need bridging therapies to reduce worsening and progression of underlying disease. Limited data are available regarding the use of the MitraClip procedure in secondary mitral regurgitation for this clinical condition. METHODS: We evaluated an international, multicenter (17 centers) registry including 119 patients (median age: 58 years) with moderate-to-severe or severe secondary mitral regurgitation and advanced heart failure (HF) (median left ventricular ejection fraction: 26%) treated with MitraClip as a bridge strategy according to 1 of the following criteria: (1) patients active on HTx list (in list group) (n = 31); (2) patients suitable for HTx but awaiting clinical decision (bridge to decision group) (n = 54); or (3) patients not yet suitable for HTx because of potentially reversible relative contraindications (bridge to candidacy group) (n = 34). RESULTS: Procedural success was achieved in 87.5% of cases, and 30-day survival was 100%. At 1 year, Kaplan-Meier estimates of freedom from the composite primary end-point (death, urgent HTx or left ventricular assist device implantation, first rehospitalization for HF) was 64%. At the time of last available follow-up (median: 532 days), 15% of patients underwent elective transplant, 15.5% remained or could be included in the HTx waiting list, and 23.5% had no more indication to HTx because of clinical improvement. CONCLUSIONS: MitraClip procedure as a bridge strategy to HTx in patients with advanced HF with significant mitral regurgitation was safe, and two thirds of patients remained free from adverse events at 1 year. These findings should be considered exploratory and hypothesis-generating to guide further study for percutaneous intervention in high-risk patients with advanced HF.  "
Efficacy, safety, and long-term survival of concomitant valve replacement and bipolar radiofrequency ablation in patients aged 70 years and older: a comparative study with propensity score matching from a single-Centre.  ;"BACKGROUND: Concomitant bipolar radiofrequency ablation and valve replacement in the elderly remains controversial. In the current study, we aimed to compare the outcomes of concomitant valve replacement and bipolar radiofrequency ablation with valve replacement alone in elderly patients with atrial fibrillation (AF). METHODS: This was a retrospective study of patients aged ≥70 years who underwent valve replacement with or without bipolar radiofrequency ablation in a single-centre between January 2006 and March 2015. The early postoperative results and long-term clinical outcomes were compared after propensity score matching. RESULTS: A total of 34 pairs of patients (73.94 ± 2.64 years old; 34 in the AF with ablation group and 34 in the AF without ablation group) were enrolled in the propensity score matching analysis. There were no significant differences between the two matched groups in terms of surgical mortality (5.88% vs. 2.94%, P = 0.555) and major postoperative morbidity. Kaplan-Meier analysis revealed a significantly better overall survival in the AF with ablation group compared to the AF without ablation group (P = 0.009). Cumulative incidence curves showed a lower incidence of cardiovascular death in the AF with ablation group (P = 0.025, Gray's test). Patients in the AF with ablation group had a reduced incidence of stroke compared to patients in the AF with ablation group (P = 0.009, Gray's test). The freedom from AF after 5 years was 58.0% in the AF with ablation group and 3.0% in the AF without ablation group. CONCLUSIONS: The addition of bipolar radiofrequency ablation is a safe and feasible procedure, even in patients aged ≥70 years, with a better long-term survival and a reduced incidence of stroke compared to valve replacement alone. These findings suggest that bipolar radiofrequency ablation should always be considered as a concomitant procedure for elderly patients with AF who require cardiac surgery. However, a large-scale, prospective, multi-centre, randomized study should be performed in the future to fully validate our findings.  "
Clinical implications of exercise-induced regional wall motion abnormalities in significant aortic regurgitation.  ;"BACKGROUND: Significant aortic regurgitation (AR) is sometimes accompanied by regional wall motion abnormalities (RWMA) during exercise stress echocardiography. The aim of this study was to estimate the association between RWMA after exercise and in the presence of significant AR in patients with coronary artery disease (CAD) or volume overload and to predict the eventual need for aortic valve replacement (AVR). METHODS AND RESULTS: We retrospectively reviewed 182 patients with significant AR who underwent exercise echocardiography. In addition, we investigated patients with AR who underwent coronary angiography (CAG) or coronary computed tomography angiography (CCTA) and were diagnosed with CAD. The presence of RWMA after exercise was defined as newly developed RWMA after exercise and included all changes in wall motion. Patients were divided into two groups according to the presence of RWMA after exercise: the RWMA group (n = 42) and non-RWMA group (n = 140). In the RWMA group, 31 patients (73.8%) underwent coronary artery evaluation by CAG or CCTA. Only two patients in the RWMA group were diagnosed with current CAD and underwent percutaneous coronary intervention. Patients with RWMA were older (61.6 ± 10.8 vs 52.0 ± 13.7 years, P < .001), had more severe AR (54.8% vs 32.9%), and underwent AVR more frequently (40.5% vs 14.3%, P = .001) than patients without RWMA. METs (odds ratio [OR], 0.796; P = .019), difference between rest and postexercise left ventricular end-diastolic volume (OR, 0.967; P = .001), and the difference between pre- and postexercise left ventricular end-systolic volume (OR, 1.113; P < .001) were identified as independent factors associated with RWMA after exercise according to multivariable logistic regression analysis. The majority of wall motion changes were seen in the lateral and inferior segments, and the locations of wall motion changes were relatively consistent with the direction of the AR jet. The relationship between RWMA after exercise and time to AVR was investigated by simple linear regression (hazard ratio [HR], 3.402; P < .001). After adjusting for baseline parameters of diastolic blood pressure, left ventricular end-systolic dimension (LVESD), aorta size, deceleration time, and METs, the presence of RWMA after exercise was not predictive of time to AVR (HR, 1.106; P = .81). On the other hand, without forcible entry of RWMA after exercise, LVESD (HR, 1.119; P < .001) and METs (HR, 0.828; P = .006) independently predicted the eventual need for AVR as an outcome. CONCLUSION: The degree of change in wall motion from rest to exercise in those with significant AR was not correlated with CAD, but was correlated with the severity of volume overload and exercise-induced preload changes, as well as the direction of the AR jet. In addition, RWMA after exercise had no role in predicting the need for AVR.  "
